path;method;vulnerability
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__URLConnection_addCookieServlet_08.java;goodG2B1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_addCookieServlet_51a.java;bad;CWE606
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__Property_addCookieServlet_01.java;goodB2G;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getParameter_Servlet_addCookieServlet_15.java;bad;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__Property_addCookieServlet_53d.java;goodB2GSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_addCookieServlet_71a.java;goodB2G;CWE606
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_addCookieServlet_22b.java;badSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__listen_tcp_addCookieServlet_73b.java;goodG2BSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_addCookieServlet_03.java;goodB2G2;CWE606
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__Property_addCookieServlet_02.java;goodG2B2;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__Property_addCookieServlet_13.java;goodG2B2;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__listen_tcp_addCookieServlet_11.java;goodB2G1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_addCookieServlet_73b.java;badSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__Property_addCookieServlet_31.java;goodB2G;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getParameter_Servlet_addCookieServlet_06.java;goodG2B2;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__PropertiesFile_addCookieServlet_03.java;goodB2G1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getParameter_Servlet_addCookieServlet_04.java;goodG2B2;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__URLConnection_addCookieServlet_11.java;goodB2G1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getParameter_Servlet_addCookieServlet_67b.java;goodB2GSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__PropertiesFile_addCookieServlet_09.java;goodB2G2;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_setHeaderServlet_72a.java;bad;CWE606
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__listen_tcp_addCookieServlet_66b.java;badSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__PropertiesFile_addCookieServlet_73b.java;badSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__URLConnection_addCookieServlet_66b.java;badSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getParameter_Servlet_addCookieServlet_71b.java;goodB2GSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_addHeaderServlet_67a.java;bad;CWE606
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_addCookieServlet_10.java;bad;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__URLConnection_addCookieServlet_14.java;goodG2B2;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_addCookieServlet_16.java;bad;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__Property_addCookieServlet_13.java;goodB2G2;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__URLConnection_addCookieServlet_02.java;bad;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__URLConnection_addCookieServlet_61a.java;bad;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_addCookieServlet_16.java;bad;CWE606
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__URLConnection_addCookieServlet_73b.java;goodB2GSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getParameter_Servlet_addCookieServlet_22b.java;goodB2G1Sink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__listen_tcp_addCookieServlet_14.java;goodG2B2;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_addCookieServlet_05.java;goodG2B1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__PropertiesFile_addCookieServlet_04.java;goodB2G1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getParameter_Servlet_addCookieServlet_68b.java;goodB2GSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_setHeaderServlet_73a.java;goodB2G;CWE606
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_addHeaderServlet_06.java;goodB2G1;CWE606
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__listen_tcp_addCookieServlet_51b.java;goodB2GSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__Property_addCookieServlet_75b.java;badSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__PropertiesFile_addCookieServlet_54e.java;badSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_setHeaderServlet_15.java;goodB2G2;CWE606
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__listen_tcp_addCookieServlet_17.java;goodB2G;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_addHeaderServlet_01.java;goodB2G;CWE606
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_setHeaderServlet_14.java;goodB2G1;CWE606
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__URLConnection_addCookieServlet_81_goodB2G.java;action;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_setHeaderServlet_61b.java;goodB2GSource;CWE606
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_addCookieServlet_07.java;goodB2G2;CWE606
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__PropertiesFile_addCookieServlet_61a.java;goodG2B;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getParameter_Servlet_addCookieServlet_07.java;goodB2G2;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_addCookieServlet_05.java;goodB2G1;CWE606
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__PropertiesFile_addCookieServlet_16.java;goodG2B;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getParameter_Servlet_addCookieServlet_13.java;goodG2B1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__Property_addCookieServlet_01.java;goodG2B;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_addCookieServlet_17.java;bad;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__URLConnection_addCookieServlet_17.java;goodB2G;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_addHeaderServlet_17.java;bad;CWE606
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_setHeaderServlet_10.java;goodB2G2;CWE606
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_setHeaderServlet_04.java;goodB2G1;CWE606
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__PropertiesFile_addCookieServlet_41.java;badSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__listen_tcp_addCookieServlet_01.java;goodB2G;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_setHeaderServlet_12.java;bad;CWE606
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__Property_addCookieServlet_31.java;goodG2B;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__Property_addCookieServlet_52c.java;goodG2BSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_addCookieServlet_22b.java;goodB2G1Sink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__listen_tcp_addCookieServlet_81_goodB2G.java;action;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_setHeaderServlet_67a.java;bad;CWE606
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_addCookieServlet_02.java;goodB2G2;CWE606
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__PropertiesFile_addCookieServlet_07.java;goodG2B1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__PropertiesFile_addCookieServlet_15.java;goodB2G1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__Property_addCookieServlet_13.java;goodB2G1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__URLConnection_addCookieServlet_45.java;goodG2BSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__Property_addCookieServlet_15.java;goodB2G1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_addCookieServlet_13.java;bad;CWE606
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getParameter_Servlet_addCookieServlet_54e.java;goodB2GSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__URLConnection_addCookieServlet_72b.java;goodG2BSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_addCookieServlet_15.java;bad;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__PropertiesFile_addCookieServlet_14.java;goodG2B2;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__URLConnection_addCookieServlet_51b.java;badSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__PropertiesFile_addCookieServlet_13.java;goodG2B1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__listen_tcp_addCookieServlet_67b.java;goodB2GSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__URLConnection_addCookieServlet_10.java;goodG2B2;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_addCookieServlet_02.java;goodB2G2;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_addCookieServlet_81a.java;goodB2G;CWE606
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__PropertiesFile_addCookieServlet_15.java;goodB2G2;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_addCookieServlet_01.java;bad;CWE606
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_addCookieServlet_11.java;goodG2B1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__listen_tcp_addCookieServlet_09.java;goodG2B2;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_addCookieServlet_74a.java;goodB2G;CWE606
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__URLConnection_addCookieServlet_04.java;goodB2G1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__Property_addCookieServlet_45.java;goodB2GSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__PropertiesFile_addCookieServlet_68b.java;goodB2GSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getParameter_Servlet_addCookieServlet_15.java;goodB2G1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__listen_tcp_addCookieServlet_05.java;goodB2G1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_addCookieServlet_68a.java;goodB2G;CWE606
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getParameter_Servlet_addCookieServlet_12.java;bad;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__Property_addCookieServlet_03.java;goodG2B1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__Property_addCookieServlet_15.java;bad;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__Property_addCookieServlet_51b.java;goodB2GSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__Property_addCookieServlet_13.java;goodG2B1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__PropertiesFile_addCookieServlet_31.java;goodG2B;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_addCookieServlet_52a.java;goodB2G;CWE606
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getParameter_Servlet_addCookieServlet_15.java;goodG2B1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__listen_tcp_addCookieServlet_15.java;bad;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_setHeaderServlet_74a.java;goodB2G;CWE606
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_addCookieServlet_10.java;goodG2B2;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__listen_tcp_addCookieServlet_04.java;bad;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__Property_addCookieServlet_15.java;goodG2B1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__Property_addCookieServlet_52c.java;goodB2GSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_setHeaderServlet_71a.java;bad;CWE606
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_addCookieServlet_10.java;goodG2B1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getParameter_Servlet_addCookieServlet_61a.java;goodB2G;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__Property_addCookieServlet_07.java;bad;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__URLConnection_addCookieServlet_10.java;goodB2G1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getParameter_Servlet_addCookieServlet_11.java;goodG2B1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__URLConnection_addCookieServlet_71b.java;goodB2GSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__PropertiesFile_addCookieServlet_15.java;goodG2B1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__PropertiesFile_addCookieServlet_22b.java;goodB2G1Sink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_setHeaderServlet_42.java;goodB2GSource;CWE606
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_addHeaderServlet_52a.java;bad;CWE606
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_addCookieServlet_21.java;goodB2G1Sink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__Property_addCookieServlet_11.java;bad;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__URLConnection_addCookieServlet_04.java;bad;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_addCookieServlet_03.java;bad;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__PropertiesFile_addCookieServlet_71b.java;badSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_setHeaderServlet_07.java;goodB2G1;CWE606
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__Property_addCookieServlet_05.java;goodB2G1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_setHeaderServlet_09.java;goodB2G1;CWE606
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__Property_addCookieServlet_75b.java;goodG2BSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__PropertiesFile_addCookieServlet_67b.java;goodB2GSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__Property_addCookieServlet_06.java;goodB2G2;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__PropertiesFile_addCookieServlet_05.java;goodB2G2;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_addCookieServlet_45.java;bad;CWE606
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getParameter_Servlet_addCookieServlet_06.java;goodB2G2;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__listen_tcp_addCookieServlet_72b.java;badSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_addCookieServlet_67b.java;goodB2GSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_addCookieServlet_17.java;goodB2G;CWE606
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__Property_addCookieServlet_67b.java;badSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_setHeaderServlet_06.java;bad;CWE606
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__listen_tcp_addCookieServlet_81_bad.java;action;CWE614
